"","V1","V2","V3","filter"
"1024",-0.0615927,0.222827,-0.337415,-0.1761807
"1025",0.00174148,0.349772,-0.527694,-0.17618052
"1026",0.0296294,0.328728,-0.534445,-0.1760876
"1027",-0.0698672,0.216081,-0.322296,-0.1760822
"1028",0.0688233,0.0332985,-0.278018,-0.1758962
"1029",0.0612073,0.0561942,-0.293252,-0.1758505
"1030",0.0733744,0.0641465,-0.313131,-0.1756101
"1031",0.0830314,-0.00230777,-0.256215,-0.17549137
"1032",-0.0566385,0.248199,-0.366996,-0.1754355
"1033",-0.0966037,0.261658,-0.340481,-0.1754267
"1034",-0.0918663,0.262975,-0.346308,-0.1751993
"1035",0.0364681,0.28121,-0.492849,-0.1751709
"1036",-0.00106583,0.349308,-0.52334,-0.17509783
"1037",-0.0948737,0.246366,-0.326495,-0.1750027
"1038",0.0721192,0.0217784,-0.268773,-0.1748754
"1039",0.0381728,0.309152,-0.522152,-0.1748272
"1040",-0.0610919,0.232369,-0.346097,-0.1748199
"1041",-0.0984386,0.259559,-0.335815,-0.1746946
"1042",-0.0740813,0.264864,-0.365448,-0.1746653
"1043",0.079152,0.00610654,-0.25972,-0.17446146
"1044",0.0326017,0.283544,-0.490445,-0.1742993
"1045",0.0951434,0.0375478,-0.306988,-0.1742968
"1046",0.0143897,0.294592,-0.483031,-0.1740493
"1047",0.014345,0.351296,-0.539618,-0.173977
"1048",-0.0701855,0.264643,-0.368419,-0.1739615
"1049",0.0304401,0.28456,-0.488843,-0.1738429
"1050",0.0299847,0.284244,-0.488038,-0.1738093
"1051",0.0880508,0.0497545,-0.311537,-0.1737317
"1052",-0.0841474,0.26364,-0.353159,-0.1736664
"1053",0.110881,-0.00142841,-0.283077,-0.17362441
"1054",0.103273,0.0295543,-0.306356,-0.1735287
"1055",-0.0800675,0.228741,-0.322139,-0.1734655
"1056",-0.0749839,0.222495,-0.320635,-0.1731239
"1057",0.10316,0.03024,-0.306281,-0.172881
"1058",-0.0124349,0.347173,-0.507591,-0.1728529
"1059",-0.0782478,0.2646,-0.359141,-0.1727888
"1060",-0.0864535,0.236317,-0.321973,-0.1721095
"1061",0.0918431,-0.00422108,-0.259637,-0.17201498
"1062",0.0163479,0.2947,-0.482834,-0.1717861
"1063",0.0398235,0.309588,-0.521063,-0.1716515
"1064",0.0620081,0.0556714,-0.289273,-0.1715935
"1065",0.0777044,0.0638297,-0.31275,-0.1712159
"1066",0.0168589,0.351436,-0.53937,-0.1710751
"1067",-0.0978163,0.25686,-0.330011,-0.1709673
"1068",0.0625762,0.068902,-0.302185,-0.1707068
"1069",-0.0573548,0.255102,-0.368324,-0.1705768
"1070",-0.0164561,0.345635,-0.499717,-0.1705381
"1071",-0.0573886,0.248011,-0.361057,-0.1704346
"1072",-0.0664453,0.264146,-0.368063,-0.1703623
"1073",0.0410902,0.309701,-0.521061,-0.1702698
"1074",0.0652884,0.0704644,-0.306008,-0.1702552
"1075",-0.00624301,0.324594,-0.488243,-0.16989201
"1076",0.103789,0.032448,-0.306051,-0.169814
"1077",-0.0701246,0.223267,-0.322728,-0.1695856
"1078",0.109617,-0.00230949,-0.276672,-0.16936449
"1079",0.111789,0.00106083,-0.282008,-0.16915817
"1080",-0.0611176,0.223567,-0.331598,-0.1691486
"1081",0.105178,0.0225971,-0.296719,-0.1689439
"1082",0.102756,0.0343062,-0.305844,-0.1687818
"1083",0.099701,-0.00373329,-0.264713,-0.16874529
"1084",0.0610171,0.0676139,-0.297354,-0.168723
"1085",0.06767,0.0753943,-0.31155,-0.1684857
"1086",0.0918558,-0.00202749,-0.258275,-0.16844669
"1087",0.0907409,0.0488717,-0.307962,-0.1683494
"1088",0.0644663,0.0752554,-0.307922,-0.1682003
"1089",0.0704926,0.0754732,-0.314162,-0.1681962
"1090",-0.0760125,0.229112,-0.321289,-0.1681895
"1091",0.0193728,0.351576,-0.539122,-0.1681732
"1092",0.108464,0.0115541,-0.288172,-0.1681539
"1093",0.105578,-0.00309846,-0.270388,-0.16790846
"1094",0.0698559,0.0414016,-0.279111,-0.1678535
"1095",0.0688679,0.0714059,-0.308035,-0.1677612
"1096",0.0203693,0.295938,-0.484025,-0.1677177
"1097",0.0609371,0.0749797,-0.303477,-0.1675602
"1098",-0.0826806,0.235934,-0.320788,-0.1675346
"1099",-0.0909087,0.245108,-0.321639,-0.1674397
"1100",0.0678314,0.0785434,-0.313733,-0.1673582
"1101",-0.0604532,0.231196,-0.33786,-0.1671172
"1102",0.0643159,0.0786986,-0.310121,-0.1671065
"1103",0.0967847,0.0376227,-0.301482,-0.1670746
"1104",0.0706618,0.0782371,-0.315941,-0.1670421
"1105",0.0714966,0.0722823,-0.310786,-0.1670071
"1106",0.0638061,0.0552898,-0.2861,-0.1670041
"1107",0.075569,0.03366,-0.276191,-0.166962
"1108",0.0739083,0.0723977,-0.312998,-0.166692
"1109",0.0754894,0.0313879,-0.273553,-0.1666757
"1110",0.0773501,0.0288209,-0.272843,-0.166672
"1111",-0.0641827,0.224313,-0.326689,-0.1665587
"1112",0.077563,0.0285054,-0.272607,-0.1665386
"1113",0.0601575,0.0787608,-0.305245,-0.1663267
"1114",0.00403506,0.3651,-0.535286,-0.16615094
"1115",0.0761289,0.0305087,-0.272771,-0.1661334
"1116",-0.0630263,0.263689,-0.366684,-0.1660213
"1117",0.00812826,0.365321,-0.539372,-0.16592274
"1118",0.0877099,0.00734323,-0.2608,-0.16574687
"1119",0.103186,0.0288864,-0.297781,-0.1657086
"1120",-0.00782933,0.36519,-0.523005,-0.16564433
"1121",0.0682929,0.0808551,-0.314785,-0.165637
"1122",0.0743432,0.0754431,-0.315355,-0.1655687
"1123",0.0427873,0.308309,-0.516635,-0.1655387
"1124",0.0821413,0.0638751,-0.311528,-0.1655116
"1125",0.0646672,0.0813514,-0.311425,-0.1654064
"1126",-0.0560935,0.254669,-0.363911,-0.1653355
"1127",0.0710209,0.0803933,-0.316705,-0.1652908
"1128",-0.00431367,0.325675,-0.486554,-0.16519267
"1129",0.103051,0.0295506,-0.297785,-0.1651834
"1130",-0.0584598,0.246189,-0.352887,-0.1651578
"1131",0.110408,0.00011454,-0.275472,-0.16494946
"1132",0.0588486,0.0737893,-0.297573,-0.1649351
"1133",0.080075,0.0233337,-0.268224,-0.1648153
"1134",0.100031,-0.00145995,-0.263371,-0.16479995
"1135",-0.0948954,0.273578,-0.343365,-0.1646824
"1136",-0.0947749,0.254094,-0.323674,-0.1643549
"1137",-0.0708305,0.229973,-0.323492,-0.1643495
"1138",0.0315053,0.330731,-0.526473,-0.1642367
"1139",0.0746823,0.0781222,-0.316977,-0.1641725
"1140",-0.0111777,0.3651,-0.518056,-0.1641337
"1141",0.0606015,0.0667722,-0.291483,-0.1641093
"1142",0.0921199,0.047448,-0.303551,-0.1639831
"1143",-0.0988376,0.272143,-0.337242,-0.1639366
"1144",0.0600736,0.0826258,-0.30655,-0.1638506
"1145",0.0676225,0.0847227,-0.316128,-0.1637828
"1146",0.106162,-0.00074969,-0.269097,-0.16368469
"1147",-0.0879425,0.273869,-0.349521,-0.1635945
"1148",0.0703615,0.0841099,-0.317833,-0.1633616
"1149",-0.00396476,0.325894,-0.485222,-0.16329276
"1150",-0.0787715,0.235896,-0.320395,-0.1632705
"1151",-0.00575559,0.36482,-0.522204,-0.16313959
"1152",0.0780185,0.0719973,-0.312644,-0.1626282
"1153",-0.0872568,0.244364,-0.319588,-0.1624808
"1154",-0.100324,0.269738,-0.331885,-0.162471
"1155",0.0640672,0.0862852,-0.312807,-0.1624546
"1156",0.0749313,0.080282,-0.31759,-0.1623767
"1157",-0.0145096,0.344518,-0.492262,-0.1622536
"1158",0.10375,0.0318875,-0.297624,-0.1619865
"1159",0.0243204,0.351693,-0.537709,-0.1616956
"1160",-0.0831609,0.274264,-0.352725,-0.1616219
"1161",0.0242282,0.298546,-0.484314,-0.1615398
"1162",0.00114261,0.365149,-0.527695,-0.16140339
"1163",-0.00167138,0.324634,-0.484354,-0.16139138
"1164",-0.076404,0.275716,-0.360615,-0.161303
"1165",-0.00361459,0.364773,-0.522329,-0.16117059
"1166",0.104337,0.0235526,-0.289022,-0.1611324
"1167",-0.0640492,0.230669,-0.327697,-0.1610772
"1168",-0.080688,0.274588,-0.354941,-0.161041
"1169",-0.0599232,0.263234,-0.364276,-0.1609652
"1170",-0.0796005,0.274851,-0.356194,-0.1609435
"1171",0.0667353,0.055383,-0.283029,-0.1609107
"1172",-0.0599293,0.231199,-0.33214,-0.1608703
"1173",0.0575775,0.0799756,-0.298388,-0.1608349
"1174",0.0134229,0.365797,-0.539949,-0.1607291
"1175",0.108922,0.0114221,-0.281026,-0.1606819
"1176",0.0792289,0.0752974,-0.315119,-0.1605927
"1177",0.102971,0.033999,-0.297418,-0.160448
"1178",0.041971,0.305286,-0.507586,-0.160329
"1179",0.0744594,0.0839571,-0.318658,-0.1602415
"1180",0.0756759,0.0419013,-0.277513,-0.1599358
"1181",-0.0569899,0.254621,-0.357527,-0.1598959
"1182",0.0983279,0.0375476,-0.295699,-0.1598235
"1183",-0.00140848,0.365047,-0.523374,-0.15973548
"1184",0.0960232,0.00871363,-0.264377,-0.15964017
"1185",0.0593343,0.0891957,-0.308082,-0.159552
"1186",0.00256547,0.321896,-0.483958,-0.15949653
"1187",-0.0725267,0.275892,-0.362798,-0.1594327
"1188",0.0704385,0.0906484,-0.320253,-0.1591661
"1189",0.0820535,0.0343337,-0.275367,-0.1589798
"1190",-0.0726931,0.236016,-0.322243,-0.1589201
"1191",0.0678674,0.091586,-0.318339,-0.1588856
"1192",0.0612567,0.066687,-0.286694,-0.1587503
"1193",0.0798829,0.0782457,-0.316819,-0.1586904
"1194",0.102015,0.0296452,-0.290266,-0.1586058
"1195",0.0939373,0.0464794,-0.299003,-0.1585863
"1196",-0.0996147,0.266946,-0.325875,-0.1585437
"1197",0.0866836,0.064289,-0.309467,-0.1584944
"1198",-0.0913344,0.252758,-0.319744,-0.1583204
"1199",0.101845,0.030189,-0.290284,-0.15825
"1200",0.0581054,0.0736906,-0.289925,-0.158129
"1201",-0.08351,0.243783,-0.318191,-0.157918
"1202",-0.0586579,0.242657,-0.341886,-0.1578869
"1203",0.0572591,0.0847488,-0.299749,-0.1577411
"1204",0.0160218,0.365953,-0.539694,-0.1577192
"1205",0.084931,0.0300545,-0.272677,-0.1576915
"1206",0.0851617,0.0297848,-0.272502,-0.1575555
"1207",0.083245,0.0321761,-0.272784,-0.1573629
"1208",0.0823191,0.0719996,-0.311511,-0.1571923
"1209",0.0642838,0.0939624,-0.315152,-0.1569058
"1210",0.10698,0.0108833,-0.274716,-0.1568527
"1211",0.0840022,0.0314058,-0.272217,-0.156809
"1212",0.0742093,0.0901715,-0.321107,-0.1567262
"1213",0.102399,0.00989366,-0.269002,-0.15670934
"1214",0.0800904,0.0806195,-0.317411,-0.1567011
"1215",0.0334873,0.33182,-0.521576,-0.1562687
"1216",-0.0590307,0.262256,-0.359489,-0.1562637
"1217",0.00669651,0.319628,-0.482409,-0.15608449
"1218",0.0882166,0.0248843,-0.26906,-0.1559591
"1219",0.0977478,0.0366098,-0.2903,-0.1559424
"1220",-0.0688218,0.275495,-0.362478,-0.1558048
"1221",0.102439,0.0322046,-0.290198,-0.1555544
"1222",0.101782,0.0333793,-0.290212,-0.1550507
"1223",-0.0118074,0.344644,-0.48777,-0.1549334
"1224",0.102657,0.0244389,-0.281963,-0.1548671
"1225",-0.0129891,0.364599,-0.506467,-0.1548571
"1226",0.0186206,0.366108,-0.539439,-0.1547104
"1227",-0.0585781,0.238722,-0.334782,-0.1546381
"1228",0.0797321,0.0841844,-0.318528,-0.1546115
"1229",-0.100261,0.286383,-0.340662,-0.15454
"1230",0.0840129,0.0755725,-0.313944,-0.1543586
"1231",0.0877208,0.034764,-0.276799,-0.1543142
"1232",-0.0643097,0.236325,-0.326195,-0.1541797
"1233",0.0955581,0.0353992,-0.284914,-0.1539567
"1234",-0.103877,0.284446,-0.334429,-0.15386
"1235",0.092022,0.0348357,-0.280659,-0.1538013
"1236",0.0631274,0.0666633,-0.283552,-0.1537613
"1237",-0.079668,0.243369,-0.317448,-0.153747
"1238",0.0276968,0.351602,-0.532987,-0.1536882
"1239",-0.087701,0.251931,-0.317816,-0.153586
"1240",-0.0944811,0.287272,-0.346328,-0.1535371
"1241",0.0279183,0.302523,-0.483709,-0.1532677
"1242",0.0998003,0.0307328,-0.283646,-0.1531129
"1243",0.0443373,0.302588,-0.500021,-0.1530957
"1244",0.0892113,0.0641457,-0.30644,-0.153083
"1245",0.0996168,0.0310742,-0.283753,-0.153062
"1246",-0.0594727,0.23693,-0.330479,-0.1530217
"1247",0.0817301,0.0421854,-0.276912,-0.1529965
"1248",0.0597289,0.0979801,-0.310687,-0.152978
"1249",-0.0581096,0.253188,-0.348053,-0.1529746
"1250",0.0566311,0.0799711,-0.289573,-0.1529708
"1251",0.0911802,0.0305807,-0.274614,-0.1528531
"1252",0.0707258,0.056092,-0.279612,-0.1527942
"1253",0.0956984,0.0460639,-0.294544,-0.1527817
"1254",0.0914195,0.0302998,-0.274491,-0.1527717
"1255",-0.0906188,0.28783,-0.349872,-0.1526608
"1256",0.0410578,0.299887,-0.493298,-0.1523532
"1257",0.0846963,0.0786873,-0.315727,-0.1523434
"1258",0.035581,0.331963,-0.519742,-0.152198
"1259",-0.0966961,0.263755,-0.319189,-0.1521301
"1260",-0.0603758,0.260726,-0.352274,-0.1519238
"1261",0.0590167,0.0736438,-0.284575,-0.1519145
"1262",0.0898223,0.0327353,-0.274391,-0.1518334
"1263",0.0372949,0.299846,-0.488916,-0.1517751
"1264",0.0571161,0.0927267,-0.301594,-0.1517512
"1265",-0.105481,0.281542,-0.327809,-0.151748
"1266",0.0994092,0.0250706,-0.276226,-0.1517462
"1267",0.094548,0.0254354,-0.271724,-0.1517406
"1268",0.0961377,0.0309044,-0.278594,-0.1515519
"1269",0.0791847,0.0901743,-0.320907,-0.151548
"1270",-0.065464,0.275073,-0.361153,-0.151544
"1271",0.0963639,0.0306037,-0.278497,-0.1515294
"1272",-0.0173764,0.364175,-0.498308,-0.1515094
"1273",0.0906693,0.0319451,-0.274018,-0.1514036
"1274",0.0700002,0.102745,-0.324108,-0.1513628
"1275",0.0330351,0.30247,-0.486862,-0.1513569
"1276",0.0107131,0.317818,-0.479705,-0.1511739
"1277",0.0999538,0.0324337,-0.283557,-0.1511695
"1278",0.0991436,0.0333077,-0.283589,-0.1511377
"1279",-0.0865367,0.287342,-0.351923,-0.1511177
"1280",0.0306246,0.303966,-0.485235,-0.1506444
"1281",0.0847443,0.0810798,-0.316447,-0.1506229
"1282",0.0679218,0.103687,-0.321829,-0.1502202
"1283",0.0868268,0.0725406,-0.309586,-0.1502186
"1284",0.0951969,0.0330895,-0.278323,-0.1500366
"1285",0.0733472,0.102133,-0.325287,-0.1498068
"1286",0.0960538,0.0322645,-0.278116,-0.1497977
"1287",0.0300543,0.30433,-0.48402,-0.1496357
"1288",0.0952109,0.0452537,-0.289989,-0.1495244
"1289",-0.083596,0.287099,-0.353019,-0.149516
"1290",-0.0736574,0.242852,-0.318608,-0.1494134
"1291",-0.0824137,0.287021,-0.353794,-0.1491867
"1292",0.0375667,0.332344,-0.518981,-0.1490703
"1293",0.0904811,0.063065,-0.302493,-0.1489469
"1294",0.0866822,0.0425702,-0.278175,-0.1489226
"1295",-0.0790484,0.286884,-0.356734,-0.1488984
"1296",-0.0837774,0.251333,-0.316357,-0.1488014
"1297",0.0127818,0.317933,-0.479499,-0.1487842
"1298",0.0843552,0.0845992,-0.317664,-0.1487096
"1299",-0.00834614,0.346021,-0.486242,-0.14856714
"1300",0.0901062,0.043135,-0.281453,-0.1482118
"1301",0.093134,0.0441227,-0.285201,-0.1479443
"1302",0.0560797,0.086279,-0.290234,-0.1478753
"1303",0.0237214,0.366256,-0.537841,-0.1478636
"1304",-0.0749948,0.286805,-0.35946,-0.1476498
"1305",0.0647918,0.105961,-0.318305,-0.1475522
"1306",0.0662791,0.0668472,-0.280625,-0.1474987
"1307",0.0884936,0.0761991,-0.3119,-0.1472073
"1308",-0.0623808,0.274453,-0.35897,-0.1468978
"1309",0.0394429,0.332958,-0.519295,-0.1468941
"1310",-0.104479,0.278517,-0.320787,-0.146749
"1311",0.056819,0.0794311,-0.282934,-0.1466839
"1312",-0.0932258,0.261566,-0.314929,-0.1465888
"1313",0.0148504,0.318047,-0.479293,-0.1463956
"1314",0.0615421,0.0735902,-0.281369,-0.1462367
"1315",0.0835198,0.0905204,-0.320121,-0.1460808
"1316",-0.0606659,0.258718,-0.344083,-0.1460309
"1317",0.0757659,0.0564903,-0.278188,-0.1459318
"1318",0.0576103,0.101948,-0.305293,-0.1457347
"1319",-0.0579169,0.249378,-0.337047,-0.1455859
"1320",0.0779607,0.10185,-0.325369,-0.1455583
"1321",0.0891324,0.0793286,-0.313713,-0.145252
"1322",-0.0948468,0.298317,-0.348029,-0.1445588
"1323",-0.00641019,0.346694,-0.484723,-0.14443919
"1324",-0.065879,0.243,-0.321424,-0.144303
"1325",0.0920102,0.0618869,-0.298179,-0.1442819
"1326",0.00668136,0.388319,-0.539219,-0.14421864
"1327",0.0888712,0.0816375,-0.314707,-0.1441983
"1328",0.0294998,0.351319,-0.524956,-0.1441372
"1329",-0.0995,0.2987,-0.343317,-0.144117
"1330",-0.0795599,0.250967,-0.315379,-0.1439719
"1331",0.00292095,0.388389,-0.535242,-0.14393205
"1332",0.0900915,0.0727943,-0.306651,-0.1437652
"1333",-0.0712189,0.286448,-0.358873,-0.1436439
"1334",-0.1053,0.298325,-0.336522,-0.143497
"1335",0.0606508,0.109581,-0.3135,-0.1432682
"1336",-0.0904362,0.297639,-0.350235,-0.1430322
"1337",-0.0158988,0.36394,-0.490904,-0.1428628
"1338",-0.0610401,0.273215,-0.354897,-0.1427221
"1339",-0.00599709,0.346663,-0.48321,-0.14254409
"1340",0.0883811,0.085193,-0.316062,-0.1424879
"1341",-0.00781708,0.389039,-0.523344,-0.14212208
"1342",0.0191086,0.320313,-0.481176,-0.1417544
"1343",-0.0588601,0.246411,-0.329274,-0.1417231
"1344",-0.0610502,0.244109,-0.324672,-0.1416132
"1345",-0.0890016,0.260491,-0.312998,-0.1415086
"1346",-0.1084,0.296421,-0.328925,-0.140904
"1347",0.0415615,0.332123,-0.514579,-0.1408945
"1348",-0.0863324,0.296847,-0.351305,-0.1407904
"1349",0.0566135,0.0965343,-0.293919,-0.1407712
"1350",0.0916652,0.0766368,-0.308928,-0.140626
"1351",0.0597281,0.0791712,-0.279426,-0.1405267
"1352",0.0820619,0.102129,-0.324709,-0.1405181
"1353",0.056084,0.0863686,-0.282905,-0.1404524
"1354",0.0812627,0.0565581,-0.2782,-0.1403792
"1355",0.0872258,0.0911912,-0.318764,-0.140347
"1356",-0.0113316,0.389191,-0.518191,-0.1403316
"1357",-0.00360936,0.345623,-0.482161,-0.14014736
"1358",-0.0850218,0.29681,-0.351875,-0.1400868
"1359",0.0707106,0.0672486,-0.277905,-0.1399458
"1360",-0.0616818,0.270621,-0.348604,-0.1396648
"1361",0.0269419,0.366475,-0.533037,-0.1396201
"1362",0.0652849,0.073484,-0.278388,-0.1396191
"1363",0.0935316,0.0609269,-0.294034,-0.1395755
"1364",-0.0057669,0.38893,-0.522678,-0.1395149
"1365",0.0694672,0.119006,-0.327961,-0.1394878
"1366",-0.0741658,0.250888,-0.31608,-0.1393578
"1367",0.0720294,0.118137,-0.329444,-0.1392776
"1368",0.0119513,0.38877,-0.539936,-0.1392147
"1369",-0.0675409,0.285958,-0.357451,-0.1390339
"1370",-0.0811941,0.296547,-0.354093,-0.1387401
"1371",0.0922934,0.079879,-0.310852,-0.1386796
"1372",0.0914157,0.0726604,-0.302579,-0.1385029
"1373",0.0006706,0.388971,-0.528008,-0.1383664
"1374",-0.100596,0.275294,-0.313007,-0.138309
"1375",0.0919944,0.0823037,-0.312067,-0.1377689
"1376",0.0314381,0.35112,-0.520133,-0.1375749
"1377",-0.00367072,0.388974,-0.522858,-0.13755472
"1378",0.00076005,0.343573,-0.481575,-0.13724195
"1379",-0.110296,0.293891,-0.320828,-0.137233
"1380",-0.0771857,0.296249,-0.356157,-0.1370937
"1381",-0.0621104,0.269667,-0.344614,-0.1370574
"1382",0.0929006,0.0597244,-0.289672,-0.137047
"1383",0.0854477,0.0568968,-0.279273,-0.1369285
"1384",-0.0600466,0.257291,-0.33382,-0.1365756
"1385",0.0588536,0.113,-0.308312,-0.1364584
"1386",0.0880567,0.0573422,-0.281672,-0.1362731
"1387",-0.00152723,0.389168,-0.523879,-0.13623823
"1388",0.0145312,0.388933,-0.539688,-0.1362238
"1389",-0.084511,0.259854,-0.311481,-0.136138
"1390",0.0916609,0.0859671,-0.313663,-0.136035
"1391",0.0759687,0.11781,-0.329805,-0.1360263
"1392",0.0907573,0.0583185,-0.284947,-0.1358712
"1393",0.0231905,0.323036,-0.481908,-0.1356815
"1394",-0.0994176,0.307444,-0.343705,-0.1356786
"1395",0.0689256,0.120462,-0.325015,-0.1356274
"1396",-0.0135268,0.364564,-0.486411,-0.1353738
"1397",0.0579269,0.105757,-0.299004,-0.1353201
"1398",-0.0948806,0.306618,-0.346987,-0.1352496
"1399",0.0856605,0.102965,-0.323313,-0.1346875
"1400",0.0934762,0.076914,-0.30503,-0.1346398
"1401",-0.0674693,0.251696,-0.318604,-0.1343773
"1402",0.090348,0.0921592,-0.316651,-0.1341438
"1403",0.033511,0.351001,-0.51852,-0.134008
"1404",-0.0642389,0.285385,-0.355146,-0.1339999
"1405",0.0589344,0.0860385,-0.278971,-0.1339981
"1406",0.0409893,0.329638,-0.504585,-0.1339577
"1407",0.0756153,0.0674633,-0.276629,-0.1335504
"1408",-0.104433,0.308337,-0.337344,-0.13344
"1409",0.0639663,0.0787627,-0.276129,-0.1334
"1410",0.0171111,0.389097,-0.53944,-0.1332319
"1411",0.00501002,0.341541,-0.47968,-0.13312898
"1412",0.092919,0.0725105,-0.298331,-0.1329015
"1413",-0.0729664,0.295839,-0.355684,-0.1328114
"1414",0.0941866,0.0804282,-0.307152,-0.1325372
"1415",0.0666164,0.12223,-0.321216,-0.1323696
"1416",0.0702481,0.0732356,-0.275643,-0.1321593
"1417",-0.0893326,0.305632,-0.348246,-0.1319466
"1418",-0.0617923,0.268758,-0.33878,-0.1318143
"1419",-0.0607658,0.255597,-0.326531,-0.1316998
"1420",-0.062921,0.253504,-0.322239,-0.131656
"1421",0.0797549,0.117975,-0.329328,-0.1315981
"1422",0.0572172,0.0989406,-0.287498,-0.1313402
"1423",0.0941658,0.0830469,-0.308552,-0.1313393
"1424",-0.0960811,0.272841,-0.308039,-0.1312791
"1425",-0.0875928,0.305365,-0.34892,-0.1311478
"1426",-0.108558,0.308952,-0.331528,-0.131134
"1427",0.0356329,0.351325,-0.517968,-0.1310101
"1428",-0.0137981,0.38944,-0.506348,-0.1307061
"1429",-0.108919,0.291011,-0.312781,-0.130689
"1430",-0.079755,0.259641,-0.310384,-0.130498
"1431",0.0282813,0.36678,-0.52503,-0.1299687
"1432",0.0625418,0.12431,-0.31656,-0.1297082
"1433",-0.0828289,0.304722,-0.351428,-0.1295349
"1434",0.0941564,0.0869344,-0.310567,-0.1294762
"1435",-0.0102557,0.36606,-0.484827,-0.1290227
"1436",0.0886026,0.103863,-0.321179,-0.1287134
"1437",-0.0623848,0.284702,-0.350991,-0.1286738
"1438",0.037802,0.352096,-0.518483,-0.128585
"1439",0.0809854,0.0674876,-0.276793,-0.12832
"1440",-0.0691832,0.295369,-0.354368,-0.1281822
"1441",0.0271075,0.326228,-0.481499,-0.1281635
"1442",0.0709351,0.135523,-0.334459,-0.1280009
"1443",0.0949996,0.0771384,-0.300047,-0.127909
"1444",-0.0784307,0.304193,-0.353602,-0.1278397
"1445",0.00915176,0.339515,-0.476467,-0.12780024
"1446",0.0928953,0.0933786,-0.313781,-0.1275071
"1447",0.0945817,0.0718694,-0.29385,-0.1273989
"1448",0.0688864,0.136532,-0.332658,-0.1272396
"1449",0.059391,0.116211,-0.302782,-0.12718
"1450",-0.0183329,0.389619,-0.498054,-0.1267679
"1451",0.063195,0.0856471,-0.275343,-0.1265009
"1452",0.0221629,0.389299,-0.537728,-0.1262661
"1453",0.0833904,0.11863,-0.328019,-0.1259986
"1454",0.0593768,0.108509,-0.293678,-0.1257922
"1455",0.0299995,0.327576,-0.483149,-0.1255735
"1456",0.0756206,0.073181,-0.274354,-0.1255524
"1457",0.0434218,0.327608,-0.496562,-0.1255322
"1458",0.0744499,0.135134,-0.335052,-0.1254681
"1459",-0.0907912,0.271113,-0.305685,-0.1253632
"1460",0.0323289,0.326729,-0.484417,-0.1253591
"1461",0.011295,0.339634,-0.476255,-0.125326
"1462",0.0695493,0.0782166,-0.273085,-0.1253191
"1463",0.0958958,0.0809158,-0.301996,-0.1251844
"1464",-0.0740371,0.260337,-0.311342,-0.1250421
"1465",-0.00838899,0.366659,-0.483097,-0.12482699
"1466",0.0293747,0.32774,-0.481914,-0.1247993
"1467",-0.111993,0.308047,-0.320799,-0.124745
"1468",0.0853085,0.0677385,-0.277643,-0.124596
"1469",0.0938567,0.0703862,-0.28865,-0.1244071
"1470",0.0400566,0.325502,-0.489763,-0.1242044
"1471",0.0363586,0.325203,-0.485714,-0.1241524
"1472",-0.0743211,0.303782,-0.353316,-0.1238551
"1473",0.0609937,0.126894,-0.311685,-0.1237973
"1474",0.0598262,0.0994055,-0.282857,-0.1236253
"1475",0.0299403,0.366933,-0.520296,-0.1234227
"1476",0.0961075,0.0839607,-0.30335,-0.1232818
"1477",-0.0657697,0.294854,-0.352157,-0.1230727
"1478",-0.0619022,0.283874,-0.344981,-0.1230092
"1479",0.0134383,0.339753,-0.476043,-0.1228517
"1480",-0.00792085,0.366353,-0.481214,-0.12278185
"1481",0.0913952,0.0688918,-0.282938,-0.122651
"1482",0.090883,0.104829,-0.318292,-0.12258
"1483",0.0885323,0.0681658,-0.279212,-0.1225139
"1484",-0.100704,0.318391,-0.339705,-0.122018
"1485",-0.0607306,0.267873,-0.329122,-0.1219796
"1486",0.0693046,0.138225,-0.329221,-0.1216914
"1487",0.0780234,0.135177,-0.334756,-0.1215556
"1488",0.0401289,0.351768,-0.513404,-0.1215071
"1489",-0.103957,0.287701,-0.304384,-0.12064
"1490",0.0962336,0.0773075,-0.293992,-0.1204509
"1491",0.0859803,0.119544,-0.325855,-0.1203307
"1492",0.0961521,0.0891085,-0.305581,-0.1203204
"1493",-0.00538884,0.365395,-0.480225,-0.12021884
"1494",0.0319187,0.36691,-0.51884,-0.1200113
"1495",-0.0941774,0.317302,-0.343033,-0.1199084
"1496",-0.0908382,0.316978,-0.345928,-0.1197882
"1497",-0.0673132,0.262097,-0.314491,-0.1197072
"1498",0.0814015,0.0735273,-0.274498,-0.1195692
"1499",-0.105944,0.319506,-0.333108,-0.119546
"1500",-0.0705199,0.30334,-0.352202,-0.1193819
"1501",-0.0618205,0.283221,-0.340702,-0.1193015
"1502",-0.0853884,0.270361,-0.304003,-0.1190304
"1503",-0.114537,0.306779,-0.310964,-0.118722
"1504",0.0178716,0.342256,-0.478409,-0.1182814
"1505",0.0250605,0.38979,-0.533111,-0.1182605
"1506",-0.0173964,0.389875,-0.490706,-0.1182274
"1507",0.0609288,0.118769,-0.297883,-0.1181852
"1508",0.0754469,0.0781146,-0.271663,-0.1181015
"1509",0.0953182,0.0961226,-0.30946,-0.1180192
"1510",0.0675559,0.139771,-0.325315,-0.1179881
"1511",0.0688256,0.0853365,-0.27208,-0.1179179
"1512",-0.0840163,0.316223,-0.350013,-0.1178063
"1513",0.0618973,0.110146,-0.289253,-0.1172097
"1514",-0.00079625,0.363779,-0.480136,-0.11715325
